vendor_project,product,vulnerability_name,date_added,short_description,required_action,due_date,pub_date,cvss,cwe,vector,complexity,severity
128,97,652,2022-03-25,"On WatchGuard Firebox and XTM appliances, an unauthenticated user can execute arbitrary code.",Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
64,174,315,2022-03-25,"A vulnerability has been identified in MiCollab and MiVoice Business Express that may allow a malicious actor to gain unauthorized access to sensitive information and services, cause performance degradations or a denial of service condition on the affected system.",Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
62,342,443,2022-03-25,Microsoft Windows Print Spooler contains an unspecified vulnerability which can allow for privilege escalation.,Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
105,353,590,2022-03-25,Sitcore XP contains an insecure deserialization vulnerability which can allow for remote code execution.,Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
17,267,192,2022-03-25,Improper Access Control in Citrix ShareFile storage zones controller may allow an unauthenticated attacker to remotely compromise the storage zones controller.,Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
20,62,199,2022-03-25,D-Link DIR-610 devices allow remote code execution via the cmd parameter to command.php.,The impacted product is end-of-life and should be disconnected if still in use.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
138,194,679,2022-03-25,"Multiple Zyxel network-attached storage (NAS) devices contain a pre-authentication command injection vulnerability, which may allow a remote, unauthenticated attacker to execute arbitrary code.",Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
72,212,505,2022-03-25,"smtp_mailaddr in smtp_session.c in OpenSMTPD, as used in OpenBSD and other products, allows remote attackers to execute arbitrary commands as root via a crafted SMTP session.",Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
127,287,641,2022-03-25,"Spring, by VMware Tanzu, Cloud Config contains a path traversal vulnerability which allows applications to serve arbitrary configuration files.",Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
109,251,605,2022-03-25,A remote code execution vulnerability exists in the WebAdmin of Sophos SG UTM.,Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
88,119,546,2022-03-25,QNAP Helpdesk contains an improper access control vulnerability which could allow an attacker to gain privileges or to read sensitive information.,Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
76,219,532,2022-03-25,Palo Alto Networks PAN-OS contains a vulnerability in SAML which allows an attacker to bypass authentication.,Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
5,158,61,2022-03-25,Apache Kylin contains an OS command injection vulnerability which could permit an attacker to perform remote code execution.,Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
53,152,301,2022-03-25,"A path traversal vulnerability in the HTTP/HTTPS service used by J-Web, Web Authentication, Dynamic-VPN (DVPN), Firewall Authentication Pass-Through with Web-Redirect, and Zero Touch Provisioning (ZTP) allows an unauthenticated attacker to perform remote code execution.",Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
29,56,220,2022-03-25,"In Drupal Core, some field types do not properly sanitize data from non-form sources. This can lead to arbitrary PHP code execution in some cases.",Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
74,29,507,2022-03-25,"Oracle BI Publisher, formerly XML Publisher, contains an unspecified vulnerability which allows for various unauthorized actions. Open-source reporting attributes this vulnerability to allowing for authentication bypass.",Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
20,196,207,2022-03-25,Multiple D-Link routers contain a command injection vulnerability which can allow attackers to achieve full system compromise.,The impacted product is end-of-life and should be disconnected if still in use.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
130,337,656,2022-03-25,An issue was discovered in Webmin. The parameter old in password_change.cgi contains a command injection vulnerability.,Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
17,250,190,2022-03-25,Authenticated Command Injection in Citrix SD-WAN Appliance and NetScaler SD-WAN Appliance.,Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
17,250,191,2022-03-25,Citrix SD-WAN and NetScaler SD-WAN allow SQL Injection.,Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
79,94,529,2022-03-25,"In some versions of PHP in certain configurations of FPM setup, it is possible to cause FPM module to write past allocated buffers allowing the possibility of remote code execution.",Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
55,354,304,2022-03-25,Kentico contains a failure to validate security headers. This deserialization can led to unauthenticated remote code execution.,Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
52,171,298,2022-03-25,"Jenkins Matrix Project plugin contains a vulnerability which can allow users to escape the sandbox, opening opportunity to perform remote code execution.",Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
62,114,344,2022-03-25,A remote code execution vulnerability exists in the way that the Windows Graphics Device Interface (GDI) handles objects in the memory. An attacker who successfully exploited this vulnerability could take control of the affected system.,Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
62,342,457,2022-03-25,A remote code execution vulnerability exists when the Windows Shell does not properly validate file paths.,Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
62,139,388,2022-03-25,A remote code execution vulnerability exists in the way that the scripting engine handles objects in memory in Internet Explorer.,Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
126,249,638,2022-03-25,VMware SD-WAN Edge by VeloCloud contains a command injection vulnerability in the local web UI component. Successful exploitation of this issue could result in remote code execution.,Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
56,197,306,2022-03-25,LG N1A1 NAS 3718.510 is affected by a remote code execution vulnerability.,Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
127,289,643,2022-03-25,Spring Data Commons contains a property binder vulnerability which can allow an attacker to perform remote code execution.,Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
90,153,558,2022-03-25,The '/common/download_agent_installer.php' script in the Quest KACE System Management Appliance is accessible by anonymous users and can be abused to perform remote code execution.,Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
16,263,183,2022-03-25,"A vulnerability in Java deserialization used by Cisco Secure Access Control System (ACS) could allow an unauthenticated, remote attacker to execute arbitrary commands on an affected device. The vulnerability is due to insecure deserialization of user-supplied content by the affected software.",Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
16,323,186,2022-03-25,"A vulnerability in the web interface of the Cisco VPN Routers could allow an unauthenticated, remote attacker to execute arbitrary code as root and gain full control of an affected system.",Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
68,60,490,2022-03-25,dnslookup.cgi on NETGEAR DGN2200 devices with firmware through 10.0.0.50 allows remote authenticated users to execute arbitrary OS commands,The impacted product is end-of-life and should be disconnected if still in use.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
17,201,189,2022-03-25,"A vulnerability has been identified in the management interface of Citrix NetScaler SD-WAN Enterprise and Standard Edition and Citrix CloudBridge Virtual WAN Edition that could result in an unauthenticated, remote attacker being able to execute arbitrary code as a root user. This vulnerability also affects XenMobile Server.",Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
16,128,170,2022-03-25,"A vulnerability in the Cisco Cluster Management Protocol (CMP) processing code in Cisco IOS and Cisco IOS XE Software could allow an unauthenticated, remote attacker to cause a reload of an affected device or remotely execute code with elevated privileges.",Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
5,305,75,2022-03-25,"When running Apache Tomcat, it is possible to upload a JSP file to the server via a specially crafted request. This JSP could then be requested and any code it contained would be executed by the server.",Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
5,305,76,2022-03-25,"When running Apache Tomcat on Windows with HTTP PUTs enabled, it is possible to upload a JSP file to the server via a specially crafted request. This JSP could then be requested and any code it contained would be executed by the server.",Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
62,342,450,2022-03-25,The SMBv1 server in Microsoft Windows allows remote attackers to perform remote code execution.,Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
1,101,36,2022-03-25,Adobe Flash Player has an exploitable use-after-free vulnerability in the TextField class.,The impacted product is end-of-life and should be disconnected if still in use.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
1,101,31,2022-03-25,Unspecified vulnerability in Adobe Flash Player allows for remote code execution.,The impacted product is end-of-life and should be disconnected if still in use.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
68,347,495,2022-03-25,Multiple NETGEAR Wireless Access Point devices allows unauthenticated web pages to pass form input directly to the command-line interface. Exploitation allows for arbitrary code execution.,Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
20,59,197,2022-03-25,setSystemCommand on D-Link DCS-930L devices allows a remote attacker to execute code via an OS command.,The impacted product is end-of-life and should be disconnected if still in use.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
68,329,496,2022-03-25,The NETGEAR WNR2000v5 router contains a buffer overflow which can be exploited to achieve remote code execution.,Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
91,242,570,2022-03-25,Directory traversal vulnerability in Action View in Ruby on Rails allows remote attackers to read arbitrary files.,Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
8,315,117,2022-03-25,Directory traversal vulnerability in Arcserve UDP allows remote attackers to obtain sensitive information or cause a denial of service.,Apply updates per vendor instructions.,2022-04-15,Unknown,0.0,Unknown,Unknown,Unknown,3
